tradeDate,标的证券代码,标的证券简称,本日融资余额(元),本日融资买入额(元),本日融资偿还额(元),本日融券余量,本日融券卖出量,本日融券偿还量
2026-03-13,603444,吉比特,487069346,45087614,35847641,15400,0,0
2026-03-13,603456,九洲药业,411019320,16954292,27452381,5600,600,0
2026-03-13,603466,风语筑,234034737,22304857,47616152,33500,1300,100
2026-03-13,603477,巨星农牧,179905225,15991613,27720539,77344,500,39100
2026-03-13,603486,科沃斯,399368378,17729041,16895184,175060,3800,300
2026-03-13,603489,八方股份,120770130,14570162,19434760,17300,0,0
2026-03-13,603496,恒为科技,562715939,30295077,39726064,15400,200,1100
2026-03-13,603501,豪威集团,5603223473,110400925,108567608,123000,10200,4300
2026-03-13,603505,金石资源,609801772,34561040,26667881,7700,200,0
2026-03-13,603507,振江股份,382298853,159560430,119422535,11600,8000,0
2026-03-13,603508,思维列控,240241564,5612060,7294274,16400,0,5400
2026-03-13,603515,欧普照明,42484633,3509344,2255358,1800,0,600
2026-03-13,603516,淳中科技,2637237084,31203332,47559731,47501,700,1000
2026-03-13,603527,众源新材,162873435,60289243,30892815,28000,300,0
2026-03-13,603529,爱玛科技,416531704,23963423,21803123,177340,400,0
2026-03-13,603530,神马电力,143704454,30670143,41727267,40799,7800,800
2026-03-13,603538,美诺华,228805512,45650742,39098875,12800,0,0
2026-03-13,603556,海兴电力,226419480,13924814,19200569,86100,700,1300
2026-03-13,603565,中谷物流,180027622,6873576,7515330,71700,8400,10300
2026-03-13,603566,普莱柯,130688770,5627993,6759088,4100,100,0
2026-03-13,603567,珍宝岛,309847422,12670549,24371278,90300,11300,1400
2026-03-13,603568,伟明环保,311452736,16386553,10307358,410489,7000,1700
2026-03-13,603583,捷昌驱动,455011087,9544265,9811605,90200,5800,100
2026-03-13,603588,高能环境,1726796465,320347222,206611573,231200,21900,13600
2026-03-13,603589,口子窖,427068960,4621750,7885812,318700,12900,800
2026-03-13,603596,伯特利,1084520126,67438356,80515603,88370,700,26000
2026-03-13,603599,广信股份,430648152,27007150,55191034,36300,6900,45700
2026-03-13,603601,再升科技,574033681,111735042,142136287,36200,4700,0
2026-03-13,603602,纵横通信,224949731,7662823,6014671,22600,0,0
2026-03-13,603605,珀莱雅,828491313,14696941,8406959,177420,1200,300
2026-03-13,603606,东方电缆,466476596,124608255,136206366,147820,53640,22100
2026-03-13,603609,禾丰股份,161963774,6008948,4588488,12700,0,200
2026-03-13,603612,索通发展,536506241,108091111,82219076,155700,2500,3700
2026-03-13,603613,国联股份,1398073970,60631077,39572928,48100,31700,6000
2026-03-13,603618,杭电股份,350661908,109942158,134287428,57800,0,3700
2026-03-13,603619,中曼石油,1074965880,206805235,192533614,103400,3900,12600
2026-03-13,603626,科森科技,793124988,105557022,68848786,22500,2300,0
2026-03-13,603628,清源股份,133625809,27777501,25889491,2500,200,0
2026-03-13,603636,南威软件,302183972,5918700,6669530,60800,0,0
2026-03-13,603638,艾迪精密,470655433,8321337,9160211,34600,1000,1500
2026-03-13,603639,海利尔,95077637,7752240,4964980,3900,0,0
2026-03-13,603650,彤程新材,640571454,34352435,48393143,135554,14400,9000
2026-03-13,603658,安图生物,478519505,7799395,8071758,120700,0,3500
2026-03-13,603659,璞泰来,828314817,221337748,283505307,151190,104300,4500
2026-03-13,603660,苏州科达,300722182,7965106,9047005,17300,0,700
2026-03-13,603662,柯力传感,555839097,9770228,12413565,41800,0,600
2026-03-13,603663,三祥新材,382157265,18856714,30183247,61900,700,2800
2026-03-13,603667,五洲新春,1187279696,126050850,131104003,59200,0,1100
2026-03-13,603668,天马科技,980164699,11720395,20929869,2100,100,0
2026-03-13,603678,火炬电子,801500158,28500022,48981682,28600,14200,2300
2026-03-13,603681,永冠新材,232184701,26797088,77558540,14300,200,0
2026-03-13,603686,福龙马,434901667,12425492,21187512,10800,0,100
2026-03-13,603688,石英股份,942103217,102807201,132847142,135100,2800,3700
2026-03-13,603690,至纯科技,499561421,11072211,15730418,62100,0,1300
2026-03-13,603693,江苏新能,137835062,68591024,63145697,36200,21800,13500
2026-03-13,603696,安记食品,77111233,8990244,8608590,31500,0,100
2026-03-13,603698,航天工程,420652390,30742356,48777584,60400,400,19400
2026-03-13,603699,纽威股份,129164986,17417159,12480338,24500,2000,7000
2026-03-13,603707,健友股份,280712005,4686757,9678745,357200,0,0
2026-03-13,603708,家家悦,98756779,3484002,4263140,4400,300,0
2026-03-13,603712,七一二,489603818,13917863,18785604,75900,600,0
2026-03-13,603713,密尔克卫,185360440,14103316,9001766,17000,900,0
2026-03-13,603718,海利生物,133309658,2580012,1329718,68400,4400,1900
2026-03-13,603719,良品铺子,150882070,2039906,3191262,25600,1600,0
2026-03-13,603727,博迈科,143190834,14052439,19444548,13400,3000,200
2026-03-13,603728,鸣志电器,402231675,12516277,17263388,114000,200,0
2026-03-13,603730,岱美股份,290241118,53201198,9056734,100470,3900,600
2026-03-13,603733,仙鹤股份,112801484,6726925,9197670,10100,0,400
2026-03-13,603737,三棵树,49254966,7542753,8071020,32860,2100,500
2026-03-13,603738,泰晶科技,489270191,79900522,94407305,14600,3400,400
2026-03-13,603758,秦安股份,181572779,4867280,3467240,0,0,0
2026-03-13,603766,隆鑫通用,316244379,23643142,32471677,289000,100100,2900
2026-03-13,603776,永安行,487033318,15665970,6164479,14800,7000,0
2026-03-13,603777,来伊份,97439541,15971683,12808370,7100,900,15600
2026-03-13,603786,科博达,142155010,13322513,7661255,20000,0,0
2026-03-13,603799,华友钴业,4492288226,356695998,267134266,72800,1400,2800
2026-03-13,603800,洪田股份,292342352,10669224,7353523,0,0,0
2026-03-13,603803,瑞斯康达,155259160,63651443,79809655,20000,0,0
2026-03-13,603806,福斯特,708686931,47469355,51386013,87900,500,4100
2026-03-13,603809,豪能股份,341657994,13193596,10031028,232270,1400,0
2026-03-13,603816,顾家家居,122432570,10949757,5523932,279400,900,2700
2026-03-13,603826,坤彩科技,338503959,27931530,18062883,128950,100,1800
2026-03-13,603833,欧派家居,90538547,5594385,7092985,86300,900,3100
2026-03-13,603858,步长制药,517550193,11464026,7496996,106331,11500,4300
2026-03-13,603866,桃李面包,215205516,16973444,12100832,88400,15200,45500
2026-03-13,603867,新化股份,404695505,43699589,41847765,3900,400,500
2026-03-13,603868,飞科电器,52796849,3154570,1526300,27400,0,0
2026-03-13,603871,嘉友国际,143838889,13356585,11598654,86460,0,4300
2026-03-13,603876,鼎胜新材,214526137,47652979,60161495,77700,25500,6300
2026-03-13,603877,太平鸟,108031816,2775529,3008604,7700,0,0
2026-03-13,603881,数据港,1135696526,125646489,214317918,111520,7400,51400
2026-03-13,603882,金域医学,416056204,10213016,9674141,1700,0,0
2026-03-13,603883,老百姓,429847559,6431380,13614683,192600,1800,14800
2026-03-13,603885,吉祥航空,109165477,20601328,15385920,200900,12600,48400
2026-03-13,603887,城地香江,579236241,44271337,59726811,173200,18500,14900
2026-03-13,603888,新华网,411793260,16753266,22931181,67020,0,1000
2026-03-13,603890,春秋电子,310107776,9607532,13107432,100,0,0
2026-03-13,603893,瑞芯微,2060557055,52686840,64028589,34400,300,900
2026-03-13,603897,长城科技,332085734,42618726,47371531,8600,0,1900
2026-03-13,603899,晨光股份,161520801,4614998,7003477,99517,2600,300
2026-03-13,603906,龙蟠科技,297597156,30108326,28647365,8200,0,0
2026-03-13,603908,牧高笛,63131473,3622938,3751090,12700,0,0
2026-03-13,603915,国茂股份,276430400,13667948,5695975,122100,0,0
2026-03-13,603916,苏博特,153734966,9677414,8645620,0,0,0
2026-03-13,603918,金桥信息,179467727,6028524,7074730,0,0,0
2026-03-13,603919,金徽酒,99161162,12046941,14862682,110000,1200,0
2026-03-13,603920,世运电路,1494495949,107433383,153098117,127293,700,900
2026-03-13,603927,中科软,719970075,12169470,17674980,144380,0,3800
2026-03-13,603936,博敏电子,692350884,96846461,121434790,62600,0,600
2026-03-13,603938,三孚股份,203462939,47904185,51507442,15700,1300,800
2026-03-13,603939,益丰药房,73982243,8232983,9820685,236220,34800,10000
2026-03-13,603960,克来机电,298864537,35036481,38164885,19500,0,0
2026-03-13,603969,银龙股份,467766219,10031118,7168535,11200,0,500
2026-03-13,603978,深圳新星,315910432,85541837,57072002,0,0,0
2026-03-13,603979,金诚信,519938690,51307001,42416847,24700,0,2900
2026-03-13,603982,泉峰汽车,112158591,3212731,5541833,35300,0,600
2026-03-13,603985,恒润股份,256597948,40890599,39526820,6400,0,0
2026-03-13,603986,兆易创新,7915783381,553183356,683504808,102379,2800,3100
2026-03-13,603989,艾华集团,138420421,9982595,13012387,5000,500,700
2026-03-13,603990,麦迪科技,294693032,20586021,19474347,16400,100,2400
2026-03-13,603993,洛阳钼业,5212590644,483320263,578516907,1105052,181352,72600
2026-03-13,603995,甬金股份,215583336,15790236,9303782,8000,6000,0
2026-03-13,603997,继峰股份,185955534,8010364,3592483,37000,500,26200
2026-03-13,605011,杭州热电,87186760,12396300,12628464,17400,2400,1400
2026-03-13,605020,永和股份,341703161,24984692,35423314,3300,0,100
2026-03-13,605090,九丰能源,751975420,80275555,91856791,99400,4400,6300
2026-03-13,605111,新洁能,648202083,31190990,41173594,67934,800,3200
2026-03-13,605117,德业股份,885552782,248929722,252008760,65460,1800,1400
2026-03-13,605123,派克新材,471521558,22432298,23023964,9800,0,2200
2026-03-13,605168,三人行,346734541,8063525,10916015,1400,100,1200
2026-03-13,605208,永茂泰,225286915,15065268,6365562,20600,0,2400
2026-03-13,605277,新亚电子,172671062,16091912,10979393,5100,0,0
2026-03-13,605305,中际联合,459090056,125442198,91636960,7100,3100,0
2026-03-13,605358,立昂微,1041129093,18808250,25950641,57100,800,3200
2026-03-13,605366,宏柏新材,294073024,59823513,42505231,48000,0,0
2026-03-13,605376,博迁新材,686629827,38600403,62456291,85900,1800,1100
2026-03-13,605399,晨光新材,133096118,13232477,11376322,21400,6800,0
2026-03-13,605499,东鹏饮料,459373892,32875220,27337850,7510,1400,1300
2026-03-13,605589,圣泉集团,836976901,108557672,100631092,131500,900,4500
2026-03-13,688001,华兴源创,153001501,21880008,23108557,10000,0,1800
2026-03-13,688002,睿创微纳,717595239,38928087,33086538,164796,23028,468
2026-03-13,688003,天准科技,249133536,10775565,9790018,31747,1000,0
2026-03-13,688004,博汇科技,72468083,4712988,1944730,0,0,0
2026-03-13,688005,容百科技,1743366807,101099715,114176610,51226,1400,200
2026-03-13,688006,杭可科技,368131148,25859211,33296176,105895,200,0
2026-03-13,688007,光峰科技,488835405,15291520,10134901,87508,200,200
2026-03-13,688008,澜起科技,6650245847,361073973,440527094,87400,5756,5071
2026-03-13,688009,中国通号,439189398,33191255,42489699,234060,52800,71960
2026-03-13,688010,福光股份,256080998,7266907,6059096,10200,0,0
2026-03-13,688011,新光光电,154727771,4585541,5787601,0,0,0
2026-03-13,688012,中微公司,3141214408,114362285,154189411,54087,7400,1421
2026-03-13,688013,天臣医疗,190405893,3659386,2699516,0,0,0
2026-03-13,688015,交控科技,71115556,2836996,3158339,0,0,0
2026-03-13,688016,心脉医疗,428474822,29983938,42728838,35443,200,0
2026-03-13,688017,绿的谐波,1212183496,79175354,104107628,46024,1069,1400
2026-03-13,688018,乐鑫科技,877540764,34270308,23457136,25174,2700,700
2026-03-13,688019,安集科技,584816187,53507705,28098286,61604,7677,0
2026-03-13,688020,方邦股份,329257748,28696824,20414383,4200,0,800
2026-03-13,688021,奥福科技,76420366,13852610,6779319,0,0,0
2026-03-13,688022,瀚川智能,108366979,8453733,7992666,0,0,0
2026-03-13,688023,安恒信息,370981462,39021273,28686540,701,400,0
2026-03-13,688025,杰普特,430955010,124029820,182955222,1975,0,0
2026-03-13,688026,洁特生物,97928557,4136779,3421571,18993,0,0
2026-03-13,688027,国盾量子,2040006639,134579810,316765643,17099,1904,4380
2026-03-13,688028,沃尔德,1199438446,66156182,76045734,0,0,0
2026-03-13,688029,南微医学,486360675,5654697,7282988,38628,0,0
2026-03-13,688030,山石网科,74852245,4465423,6038634,0,0,0
2026-03-13,688031,星环科技,1496313818,140371848,214914901,2996,0,1500
2026-03-13,688032,禾迈股份,365173302,52606469,51981189,25441,1704,1800
2026-03-13,688033,天宜新材,355143756,13447976,19825440,51655,8391,0
2026-03-13,688035,德邦科技,424751408,40003983,69377344,4101,2400,400
2026-03-13,688036,传音控股,1684269536,78104876,44139346,84086,5000,4217
2026-03-13,688037,芯源微,426312843,27915484,45017587,55933,1000,200
2026-03-13,688038,中科通达,88229784,3515460,4818687,0,0,0
2026-03-13,688039,当虹科技,258861269,7678475,9161169,600,0,0
2026-03-13,688041,海光信息,6293285730,257127515,277210499,146747,682,11400
2026-03-13,688045,必易微,74472056,8165605,5161327,0,0,0
2026-03-13,688046,药康生物,80631741,2595050,2606306,1500,600,0
2026-03-13,688047,龙芯中科,1342686441,90690037,101162797,25910,912,700
2026-03-13,688048,长光华芯,1497891172,181849894,161116643,34519,1563,800
2026-03-13,688049,炬芯科技,585009064,19757545,23497583,5720,0,0
2026-03-13,688050,爱博医疗,686380761,12471219,10845353,63021,0,200
2026-03-13,688051,佳华科技,64592795,1473208,1979466,0,0,0
2026-03-13,688052,纳芯微,846076197,36745106,25108315,41444,400,1000
2026-03-13,688055,龙腾光电,92805776,14939547,14366124,6300,0,600
2026-03-13,688056,莱伯泰科,79705825,2040797,2598172,0,0,0
2026-03-13,688057,金达莱,145726117,2974265,2397492,0,0,0
2026-03-13,688058,宝兰德,42289389,2806379,1857528,0,0,0
2026-03-13,688059,华锐精密,753653569,87092820,49643351,8600,0,200
2026-03-13,688060,云涌科技,48813902,2298794,2876875,0,0,0
2026-03-13,688061,灿瑞科技,77468388,2138323,1643899,0,0,0
2026-03-13,688062,迈威生物,492483088,14676277,11259097,42637,0,0
2026-03-13,688063,派能科技,1012824268,253875497,241010143,62674,10941,1840
2026-03-13,688065,凯赛生物,713460463,75390711,99101322,147462,0,672
2026-03-13,688066,航天宏图,452578183,7002238,14770100,25433,0,0
2026-03-13,688067,爱威科技,35434966,2445797,2395149,0,0,0
2026-03-13,688068,热景生物,158809685,15202076,9440853,21609,0,400
2026-03-13,688069,德林海,130202878,2520074,3154178,0,0,0
2026-03-13,688070,纵横股份,170688766,6558985,13166997,5600,300,200
2026-03-13,688071,华依科技,168104016,6101838,5906328,9609,0,0
2026-03-13,688072,拓荆科技,1037646921,122225690,113373063,23101,1800,3874
2026-03-13,688073,毕得医药,41725373,6835468,5785535,0,0,0
2026-03-13,688075,安旭生物,121334760,2502341,4331578,0,0,0
2026-03-13,688077,大地熊,151122823,11303348,8900761,2000,200,200
2026-03-13,688078,龙软科技,65909490,1203805,1811813,0,0,0
2026-03-13,688079,美迪凯,205779025,17423037,23698106,0,0,0
2026-03-13,688080,映翰通,390011846,23828778,14399329,1746,200,0
2026-03-13,688081,兴图新科,148676018,5846517,4565293,0,0,0
2026-03-13,688082,盛美上海,721229959,25420670,36846119,10441,400,200
2026-03-13,688083,中望软件,324171971,7458492,8701994,42078,0,0
2026-03-13,688084,晶品特装,117942934,9739213,10606805,6744,0,0
2026-03-13,688085,三友医疗,116607680,2685940,4050491,20959,0,0
2026-03-13,688087,英科再生,328831605,94274999,35802328,8700,0,1300
2026-03-13,688088,虹软科技,660215788,21023949,18568102,30482,200,200
2026-03-13,688089,嘉必优,225874458,17065983,12739980,12298,300,212
2026-03-13,688090,瑞松科技,405290297,23205035,23407319,7700,0,200
2026-03-13,688091,上海谊众,565452401,20167128,12254757,49280,0,0
2026-03-13,688092,爱科科技,90317793,3519726,4025893,0,0,0
2026-03-13,688093,世华科技,319654089,4479296,5861416,8084,0,0
2026-03-13,688095,福昕软件,265670781,14601295,15142279,700,0,0
2026-03-13,688096,京源环保,91863114,6984582,9163512,40712,2500,0
2026-03-13,688097,博众精工,502588346,215882740,198400239,47573,200,11121
2026-03-13,688098,申联生物,228774243,3620041,3427719,5754,600,0
2026-03-13,688099,晶晨股份,1208656498,192118598,147708402,36638,421,1500
2026-03-13,688100,威胜信息,214603887,23475422,14655476,49499,1100,12332
2026-03-13,688101,三达膜,169538460,4633126,10873442,0,0,0
2026-03-13,688102,斯瑞新材,881704076,59852783,82681456,0,0,0
2026-03-13,688103,国力电子,345790240,4077942,4401119,4867,0,0
2026-03-13,688105,诺唯赞,115230706,4626398,3117251,10464,0,0
2026-03-13,688106,金宏气体,518282694,152758121,161092809,104453,6092,1300
2026-03-13,688107,安路科技,188178730,14071137,13771843,46871,15700,1910
2026-03-13,688108,赛诺医疗,774468006,15892016,22955011,11135,0,0
2026-03-13,688109,品茗科技,284227932,20135648,16120146,0,0,0
2026-03-13,688110,东芯股份,3165220482,315353299,326852917,73498,2456,11438
2026-03-13,688111,金山办公,4479049568,76662701,140913871,20343,200,1078
2026-03-13,688112,鼎阳科技,192618511,5444808,7161698,1271,0,0
2026-03-13,688113,联测科技,82935301,2658225,2957359,0,0,0
2026-03-13,688114,华大智造,441896345,9912902,16080736,139596,400,700
2026-03-13,688115,思林杰,128100333,6467748,7136063,0,0,0
2026-03-13,688116,天奈科技,1304465460,76467762,88784544,131483,1982,400
2026-03-13,688117,圣诺生物,465937950,5139880,5914191,5298,800,0
2026-03-13,688118,普元信息,158012041,13125510,14445766,4472,600,0
2026-03-13,688119,中钢洛耐,147800729,8479626,13315068,0,0,0
2026-03-13,688120,华海清科,800312329,33097095,29629395,128597,1000,600
2026-03-13,688121,卓然股份,91742572,6059644,4602468,149,0,0
2026-03-13,688122,西部超导,2078492064,130849239,164854687,258034,4012,17300
2026-03-13,688123,聚辰股份,1112442061,125179072,96858352,6900,400,500
2026-03-13,688125,安达智能,215060970,15233364,21831248,0,0,0
2026-03-13,688126,沪硅产业,1555236648,43521036,47901598,323774,1800,12000
2026-03-13,688127,蓝特光学,427819532,140468033,179118236,88449,28652,1045
2026-03-13,688128,中国电研,183998936,4824584,5129651,21898,0,0
2026-03-13,688129,东来技术,46653319,3144617,7138327,0,0,0
2026-03-13,688130,晶华微,35509449,806718,889551,0,0,0
2026-03-13,688131,皓元医药,741598005,38644033,36739018,41707,1807,3366
2026-03-13,688132,邦彦技术,76311712,3766010,5705233,0,0,0
2026-03-13,688133,泰坦科技,225659017,6172108,11539254,17871,200,0
2026-03-13,688135,利扬芯片,260482693,22642351,19795508,10500,0,0
2026-03-13,688136,科兴制药,234073005,4012662,4125411,9202,0,0
2026-03-13,688137,近岸蛋白,52913422,3048422,4236438,0,0,0
2026-03-13,688138,清溢光电,232888725,7478501,7344449,10364,0,0
2026-03-13,688139,海尔生物,269846399,11967974,13041933,65945,200,1909
2026-03-13,688141,杰华特,751368297,123367967,63580202,36548,2500,46742
2026-03-13,688143,长盈通,460446109,83374366,63960157,6370,400,200
2026-03-13,688146,中船特气,442802417,67987597,46678200,25100,8200,11120
2026-03-13,688147,微导纳米,513487347,48909616,61449326,47655,2500,400
2026-03-13,688148,芳源股份,175229154,14934058,10910663,0,0,0
2026-03-13,688150,莱特光电,356477594,94078449,77904479,51694,6600,1253
2026-03-13,688151,华强科技,93291270,4206241,8790146,0,0,0
2026-03-13,688152,麒麟信安,143896105,4609546,9216205,10956,0,0
2026-03-13,688153,唯捷创芯,210502264,5575909,8536478,6173,0,200
2026-03-13,688155,先惠技术,252126045,19174119,20530937,500,0,0
2026-03-13,688156,路德科技,119666699,7050888,11627410,0,0,0
2026-03-13,688157,松井股份,239682662,14424309,4346704,8078,1839,0
2026-03-13,688158,优刻得,1200964406,407763521,446992431,87133,9600,32191
2026-03-13,688159,有方科技,361954799,9888874,9251626,4744,0,0
2026-03-13,688160,步科股份,241983639,16198396,10189857,2646,0,0
2026-03-13,688161,威高骨科,179702438,7031934,7727102,11455,0,3152
2026-03-13,688162,巨一科技,92539536,6428691,6032212,10300,0,0
2026-03-13,688163,赛伦生物,156035281,1585369,1832453,0,0,0
2026-03-13,688165,埃夫特,320545756,12540549,9062290,67279,0,2400
2026-03-13,688166,博瑞医药,1311620977,57398484,67325653,97485,0,1204
2026-03-13,688167,炬光科技,1653520484,331225790,165862570,7257,3000,0
2026-03-13,688168,安博通,426289306,2214907,6376646,4000,0,0
2026-03-13,688169,石头科技,856436366,61649441,35583284,53710,3254,1052
2026-03-13,688170,德龙激光,187847944,30271759,41634601,5600,200,300
2026-03-13,688171,纬德信息,97270930,12673034,6084759,0,0,0
2026-03-13,688172,燕东微,605004361,50547176,52022604,201069,14125,900
2026-03-13,688173,希荻微,173149974,9125501,7545482,1839,0,0
2026-03-13,688175,高凌信息,116766836,1845551,6036762,0,0,0
2026-03-13,688176,亚虹医药,309493232,49517459,45261209,29823,0,0
2026-03-13,688177,百奥泰,198968479,1782475,1360352,50682,0,0
2026-03-13,688178,万德斯,70002234,3897478,3341666,0,0,0
2026-03-13,688179,阿拉丁,210722703,20357142,39798870,0,0,0
2026-03-13,688180,君实生物,1395544788,27919094,44853286,290148,7580,1241
2026-03-13,688181,八亿时空,384173572,15578896,11030477,8900,0,0
2026-03-13,688182,灿勤科技,224561287,5167958,5239293,12400,400,0
2026-03-13,688183,生益电子,1442887811,143974038,108082505,92417,700,75654
2026-03-13,688185,康希诺,322404408,10287719,7795858,16734,0,413
2026-03-13,688186,广大特材,438878683,45177239,36065178,11330,1400,1400
2026-03-13,688187,时代电气,651561674,25640050,17709535,12402,0,0
2026-03-13,688188,柏楚电子,180548803,14995082,18123478,14928,4980,400
2026-03-13,688189,南新制药,64467979,1965863,2144024,0,0,0
2026-03-13,688190,云路股份,247186260,20649585,19293145,24708,200,0
2026-03-13,688191,智洋创新,549432315,28955823,14306424,0,0,0
2026-03-13,688192,迪哲医药,209087613,6018340,5753456,17190,0,3127
2026-03-13,688193,仁度生物,28034237,2029353,3435331,0,0,0
2026-03-13,688195,腾景科技,946755057,275398594,335700535,0,0,0
2026-03-13,688196,卓越新能,140001639,23156522,33571912,5205,1900,200
2026-03-13,688197,首药控股,237012751,3148730,3199784,0,0,0
2026-03-13,688198,佰仁医疗,244549875,2413069,2501551,3842,0,0
2026-03-13,688199,久日新材,208570229,10109464,20656302,12421,0,0
2026-03-13,688200,华峰测控,221971957,27556629,31840228,14702,200,1600
2026-03-13,688201,信安世纪,165428906,23923179,16901045,5900,0,0
2026-03-13,688202,美迪西,309491089,25278968,30522127,9652,0,300
2026-03-13,688203,海正生材,53515932,3585470,3227649,0,0,0
2026-03-13,688205,德科立,1005284559,194618213,197811334,16674,2600,0
2026-03-13,688206,概伦电子,284361288,6961280,7621966,7971,2600,542
2026-03-13,688207,格灵深瞳,143807621,8703209,16045534,0,0,0
2026-03-13,688208,道通科技,1069342523,20073828,29613043,12570,920,3102
2026-03-13,688209,英集芯,239464838,10117903,9178043,2914,200,0
2026-03-13,688210,统联精密,455768599,22005026,23838925,0,0,0
2026-03-13,688211,中科微至,45255264,789018,1156992,0,0,0
2026-03-13,688212,澳华内镜,127880926,7717509,5611918,600,200,0
2026-03-13,688213,思特威,1255814248,50797238,48278670,112422,0,400
2026-03-13,688215,瑞晟智能,119617235,3203616,3287658,0,0,0
2026-03-13,688216,气派科技,64751513,7404661,6297981,0,0,0
2026-03-13,688217,睿昂基因,80917345,3540556,2302983,0,0,0
2026-03-13,688218,江苏北人,192439501,19459867,8520001,23500,0,0
2026-03-13,688219,会通股份,312707627,9077927,8927850,25392,0,0
2026-03-13,688220,翱捷科技,606572346,46330293,39549023,94264,0,2000
2026-03-13,688221,前沿生物,222417330,14022311,18454376,0,0,0
2026-03-13,688222,成都先导,438077291,24465690,37200804,2500,0,0
2026-03-13,688223,晶科能源,1628631083,289448860,263671360,871845,55300,54472
2026-03-13,688225,亚信安全,230081819,27978875,33593629,4200,2000,0
2026-03-13,688226,威腾电气,593604349,22938895,23306494,4400,0,200
2026-03-13,688227,品高股份,426716747,15851000,15375960,0,0,0
2026-03-13,688228,开普云,171931990,21192065,20481378,0,0,0
2026-03-13,688229,博睿数据,162565698,33304420,46274975,0,0,0
2026-03-13,688230,芯导科技,282743331,27424411,20763356,0,0,0
2026-03-13,688231,隆达股份,147208975,11523518,13172723,3981,600,5131
2026-03-13,688232,新点软件,113275726,4074732,4038105,57290,0,500
2026-03-13,688233,神工股份,445267273,40432094,28158999,200,0,0
2026-03-13,688234,天岳先进,1179189915,186171372,44009565,107756,28831,415
2026-03-13,688235,百济神州,1023737893,66913595,54211512,76507,1100,300
2026-03-13,688236,春立医疗,79830863,5059015,3287141,400,0,0
2026-03-13,688237,超卓航科,93168846,6971821,4443678,0,0,0
2026-03-13,688238,和元生物,130040455,10750739,15650932,0,0,0
2026-03-13,688239,航宇科技,499020197,68848175,48355202,11755,1800,800
2026-03-13,688244,永信至诚,140544024,7280410,9339449,7203,500,4000
2026-03-13,688246,嘉和美康,200265968,11715411,5750390,13974,200,0
2026-03-13,688247,宣泰医药,95078369,3075493,1849808,27600,0,1600
2026-03-13,688248,南网科技,367328271,85043284,109129771,110671,1250,1000
2026-03-13,688249,晶合集成,1536971634,127533454,86115202,35944,1100,0
2026-03-13,688251,井松智能,131747232,15655056,14449651,7102,1899,1043
2026-03-13,688252,天德钰,253742235,9498944,8132577,9460,3300,1200
2026-03-13,688253,英诺特,234461324,16054539,16383819,9502,0,0
2026-03-13,688255,凯尔达,194667542,9963145,10521882,8106,0,900
2026-03-13,688256,寒武纪,14494594489,718556630,646506276,28800,1500,251
2026-03-13,688257,新锐股份,927708230,277983033,100156870,9000,0,0
2026-03-13,688258,卓易信息,498798051,38313047,54148182,4390,0,0
2026-03-13,688259,创耀科技,235938768,11327285,12513015,6752,0,0
2026-03-13,688260,昀冢科技,235767792,11385433,12675024,0,0,0
2026-03-13,688261,东微半导,394726918,23482351,27355615,6672,0,0
2026-03-13,688262,国芯科技,691168483,40010439,28001551,38795,400,11500
2026-03-13,688265,南模生物,63111317,1133923,1487723,0,0,0
2026-03-13,688266,泽璟制药,320632493,8512340,7244045,100160,0,600
2026-03-13,688267,中触媒,143506929,13339860,8380995,400,0,200
2026-03-13,688268,华特气体,477589906,206479991,158929519,5300,0,0
2026-03-13,688269,凯立新材,160408124,10652846,16052693,7720,0,0
2026-03-13,688270,臻镭科技,1507928174,104552645,146958136,17396,300,200
2026-03-13,688271,联影医疗,1348363868,55419688,47068777,73427,400,500
2026-03-13,688272,富吉瑞,50958565,10321314,10450859,0,0,0
2026-03-13,688273,麦澜德,162184024,27999789,27566728,8789,0,0
2026-03-13,688275,万润新能,563981008,126530430,122555702,0,0,0
2026-03-13,688276,百克生物,198340812,2581216,3111234,68410,0,200
2026-03-13,688277,天智航,360318616,20267566,17030084,7600,0,0
2026-03-13,688278,特宝生物,1406842561,28425538,13604819,104473,6500,500
2026-03-13,688279,峰岹科技,220969978,6330774,7126742,22124,984,500
2026-03-13,688280,精进电动,186705146,22168185,20827783,28942,0,8400
2026-03-13,688281,华秦科技,210328289,9235633,9987672,65580,0,0
2026-03-13,688282,理工导航,108334159,3084344,4099565,0,0,0
2026-03-13,688283,坤恒顺维,50262014,2921979,3810526,0,0,0
2026-03-13,688285,高铁电气,58862753,1793726,1805404,0,0,0
2026-03-13,688286,敏芯股份,273894971,16181398,11713882,7429,0,0
2026-03-13,688288,鸿泉技术,81179959,3922785,5533911,11500,0,0
2026-03-13,688289,圣湘生物,421213234,5952744,9978578,156824,3715,3400
2026-03-13,688290,景业智能,296382343,3208232,3554457,4725,0,0
2026-03-13,688291,金橙子,99562914,7768099,11931825,1100,700,600
2026-03-13,688292,浩瀚深度,192245640,27843296,13524585,0,0,0
2026-03-13,688293,奥浦迈,86590114,1891716,2589960,0,0,0
2026-03-13,688295,中复神鹰,311792416,256819042,327221691,95936,20700,1347
2026-03-13,688296,和达科技,35690370,4036886,2428983,0,0,0
2026-03-13,688297,中无人机,772570047,110342468,107074031,126377,6500,16200
2026-03-13,688298,东方生物,180659907,5777820,4568396,14209,700,0
